Text1,Text2,Doc,Event,Label
Nukualofa Tonga declared a state of emergency on Monday as a powerful cyclone bears down on the Pacific island nation after wreaking havoc in neighbouring [PLACE-ARG] Samoa [PLACE-ARG],It is already packing wind gusts of 220 kmh 137 mph as it gathers strength some [PLACE-ARG] 370 kilometres east of Tongas most populous island Tongatapu [PLACE-ARG], Tonga declares state of emergency as Cyclone Gita intensifies.  Nukualofa: Tonga declared a state of emergency on Monday as a powerful cyclone bears down on the Pacific island nation after wreaking havoc in neighbouring Samoa.  Acting Prime Minister Semisi Sika issued the nationwide alert saying he was satisfied that an emergency is happening or is about to happen in the kingdom.  Severe Tropical Cyclone Gita is intensifying as it approaches and the Fiji Meteorological Service predicted it will become a maximum category five CYCLONE before reaching Tonga on Monday night.  It is already packing wind gusts of 220 kmh 137 mph as it gathers strength some 370 kilometres east of Tongas most populous island Tongatapu.  Tongas Fuaamotu Weather Forecasting Centre warned residents could expect very destructive hurricane force winds.  Gita slammed into Samoa overnight Friday forcing the evacuation of some 200 people and causing widespread flooding leaving many without power and electricity.  Tongas information ministry said evacuation centres were being prepared across the kingdom and advised residents to avoid unnecessary travel.  Every family should have an emergency kit packed in their homes it said.  Everyone should be mindful of what might cause damage within their homes such as large trees that can potentially damage a house.  Cyclones are common in the Pacific at this time of year with top-of-the-scale category five systems proving highly destructive when they make landfall.  Cyclone Winston killed 44 people in Fiji in 2016 and Cyclone Pam claimed 11 lives and damaged 65000 homes in Vanuatu in 2015,STORM,0
Nukualofa Tonga declared a state of emergency on Monday as a powerful cyclone bears down on the Pacific island nation after wreaking havoc in neighbouring [PLACE-ARG] Samoa [PLACE-ARG],Nukualofa Tonga declared a state of emergency on Monday as a powerful cyclone bears down on the Pacific island nation after wreaking havoc in neighbouring [PLACE-ARG] Samoa [PLACE-ARG], Tonga declares state of emergency as Cyclone Gita intensifies.  Nukualofa: Tonga declared a state of emergency on Monday as a powerful cyclone bears down on the Pacific island nation after wreaking havoc in neighbouring Samoa.  Acting Prime Minister Semisi Sika issued the nationwide alert saying he was satisfied that an emergency is happening or is about to happen in the kingdom.  Severe Tropical Cyclone Gita is intensifying as it approaches and the Fiji Meteorological Service predicted it will become a maximum category five CYCLONE before reaching Tonga on Monday night.  It is already packing wind gusts of 220 kmh 137 mph as it gathers strength some 370 kilometres east of Tongas most populous island Tongatapu.  Tongas Fuaamotu Weather Forecasting Centre warned residents could expect very destructive hurricane force winds.  Gita slammed into Samoa overnight Friday forcing the evacuation of some 200 people and causing widespread flooding leaving many without power and electricity.  Tongas information ministry said evacuation centres were being prepared across the kingdom and advised residents to avoid unnecessary travel.  Every family should have an emergency kit packed in their homes it said.  Everyone should be mindful of what might cause damage within their homes such as large trees that can potentially damage a house.  Cyclones are common in the Pacific at this time of year with top-of-the-scale category five systems proving highly destructive when they make landfall.  Cyclone Winston killed 44 people in Fiji in 2016 and Cyclone Pam claimed 11 lives and damaged 65000 homes in Vanuatu in 2015,STORM,1
Nukualofa Tonga declared a state of emergency on Monday as a powerful cyclone bears down on the Pacific island nation after wreaking havoc in neighbouring [PLACE-ARG] Samoa [PLACE-ARG],Severe Tropical Cyclone Gita is intensifying as it approaches and the [PLACE-ARG] Fiji [PLACE-ARG]  Meteorological Service predicted it will become a maximum category five CYCLONE before reaching Tonga on Monday night, Tonga declares state of emergency as Cyclone Gita intensifies.  Nukualofa: Tonga declared a state of emergency on Monday as a powerful cyclone bears down on the Pacific island nation after wreaking havoc in neighbouring Samoa.  Acting Prime Minister Semisi Sika issued the nationwide alert saying he was satisfied that an emergency is happening or is about to happen in the kingdom.  Severe Tropical Cyclone Gita is intensifying as it approaches and the Fiji Meteorological Service predicted it will become a maximum category five CYCLONE before reaching Tonga on Monday night.  It is already packing wind gusts of 220 kmh 137 mph as it gathers strength some 370 kilometres east of Tongas most populous island Tongatapu.  Tongas Fuaamotu Weather Forecasting Centre warned residents could expect very destructive hurricane force winds.  Gita slammed into Samoa overnight Friday forcing the evacuation of some 200 people and causing widespread flooding leaving many without power and electricity.  Tongas information ministry said evacuation centres were being prepared across the kingdom and advised residents to avoid unnecessary travel.  Every family should have an emergency kit packed in their homes it said.  Everyone should be mindful of what might cause damage within their homes such as large trees that can potentially damage a house.  Cyclones are common in the Pacific at this time of year with top-of-the-scale category five systems proving highly destructive when they make landfall.  Cyclone Winston killed 44 people in Fiji in 2016 and Cyclone Pam claimed 11 lives and damaged 65000 homes in Vanuatu in 2015,STORM,0
It is already packing wind gusts of 220 kmh 137 mph as it gathers strength some [PLACE-ARG] 370 kilometres east of Tongas most populous island Tongatapu [PLACE-ARG],Severe Tropical Cyclone Gita is intensifying as it approaches and the [PLACE-ARG] Fiji [PLACE-ARG]  Meteorological Service predicted it will become a maximum category five CYCLONE before reaching Tonga on Monday night, Tonga declares state of emergency as Cyclone Gita intensifies.  Nukualofa: Tonga declared a state of emergency on Monday as a powerful cyclone bears down on the Pacific island nation after wreaking havoc in neighbouring Samoa.  Acting Prime Minister Semisi Sika issued the nationwide alert saying he was satisfied that an emergency is happening or is about to happen in the kingdom.  Severe Tropical Cyclone Gita is intensifying as it approaches and the Fiji Meteorological Service predicted it will become a maximum category five CYCLONE before reaching Tonga on Monday night.  It is already packing wind gusts of 220 kmh 137 mph as it gathers strength some 370 kilometres east of Tongas most populous island Tongatapu.  Tongas Fuaamotu Weather Forecasting Centre warned residents could expect very destructive hurricane force winds.  Gita slammed into Samoa overnight Friday forcing the evacuation of some 200 people and causing widespread flooding leaving many without power and electricity.  Tongas information ministry said evacuation centres were being prepared across the kingdom and advised residents to avoid unnecessary travel.  Every family should have an emergency kit packed in their homes it said.  Everyone should be mindful of what might cause damage within their homes such as large trees that can potentially damage a house.  Cyclones are common in the Pacific at this time of year with top-of-the-scale category five systems proving highly destructive when they make landfall.  Cyclone Winston killed 44 people in Fiji in 2016 and Cyclone Pam claimed 11 lives and damaged 65000 homes in Vanuatu in 2015,STORM,0
Chinese national shot dead in [PLACE-ARG] Karachi [PLACE-ARG],A passerby was also injured in the incident in [PLACE-ARG] Karachis Clifton area near Zamzama Park [PLACE-ARG]  the Express Tribune reported, Chinese national shot dead in Karachi.  Police term it a targeted killing.  A Chinese national was shot dead by unidentified assailants here on Monday in an apparent targeted killing a media report said.  The police called it a “targeted killing” as he was shot after being followed by the assailants.  A passerby was also injured in the incident in Karachis Clifton area near Zamzama Park the Express Tribune reported.  Police said nine bullet casings were found at the site of the incident.  Inquiry ordered.  The place was immediately cordoned off.  Minister of Interior Sindh Sohail Anwar Khan ordered the police to start an inquiry into the matter.  Security was beefed up for foreigners particularly Chinese nationals across the province. ,TERRORIST_ATTACK,1
Around 500 firefighters and 160 vehicles were dispatched to tackle the blaze which broke out on [TIME-ARG] Saturday afternoon [TIME-ARG]  in the municipality of Pedrogao Grande before spreading,Around 500 firefighters and 160 vehicles were dispatched to tackle the blaze which broke out on [TIME-ARG] Saturday [TIME-ARG]  afternoon in the municipality of Pedrogao Grande before spreading, Portugal forest fire: At least 24 killed most of them burned in their cars.  A huge forest fire in central Portugal killed at least 24 people and injured 20 others most of them burning to death in their cars the government said.  Around 500 firefighters and 160 vehicles were dispatched to tackle the blaze which broke out on Saturday afternoon in the municipality of Pedrogao Grande before spreading.  “What we are seeing is a great tragedy.  For the moment 24 deaths are confirmed but the number of fatalities could still rise” Prime Minister Antonio Costa said at the Civil Protection headquarters near Lisbon.  “The priority now is to get the ongoing fire under control -- after that we must understand what happened” he said.  Secretary of State for the Interior Jorge Gomes earlier said all 19 of the people then confirmed dead were civilians.  “Three of them died from smoke inhalation and 16 burned to death in their cars when they found themselves trapped by flames on the road from Figueiro dos Vinhos to Castanheira de Pera” Gomes told journalists.  Fourteen civilians were injured 10 of them seriously along with six firefighters he added.  The flames spread “with great violence” moving out on four fronts he said.  Several villages were affected by the blaze but Gomes was not immediately able to comment on the extent of the damage caused.  President Marcelo Rebelo went to the Leiria region to meet families of the victims “sharing their pain in the name of all the Portuguese people” he said.  Firefighters did “all they could” when faced with the blaze he added.  Portugal was sweltering under a severe heatwave Saturday with temperatures exceeding 40 degrees Celsius in several regions.  The country was hit by a series of fires last year which devastated more than 1000 square km of the mainland.  Fires on the tourist island of Madeira in August killed three people while over the course of 2016 around 40 homes were destroyed and 5400 hectares of land burned. ,FIRE,1
A huge forest fire in [PLACE-ARG] central Portugal [PLACE-ARG]  killed at least 24 people and injured 20 others most of them burning to death in their cars the government said,Around 500 firefighters and 160 vehicles were dispatched to tackle the blaze which broke out on Saturday afternoon in the [PLACE-ARG] municipality of Pedrogao Grande [PLACE-ARG]  before spreading, Portugal forest fire: At least 24 killed most of them burned in their cars.  A huge forest fire in central Portugal killed at least 24 people and injured 20 others most of them burning to death in their cars the government said.  Around 500 firefighters and 160 vehicles were dispatched to tackle the blaze which broke out on Saturday afternoon in the municipality of Pedrogao Grande before spreading.  “What we are seeing is a great tragedy.  For the moment 24 deaths are confirmed but the number of fatalities could still rise” Prime Minister Antonio Costa said at the Civil Protection headquarters near Lisbon.  “The priority now is to get the ongoing fire under control -- after that we must understand what happened” he said.  Secretary of State for the Interior Jorge Gomes earlier said all 19 of the people then confirmed dead were civilians.  “Three of them died from smoke inhalation and 16 burned to death in their cars when they found themselves trapped by flames on the road from Figueiro dos Vinhos to Castanheira de Pera” Gomes told journalists.  Fourteen civilians were injured 10 of them seriously along with six firefighters he added.  The flames spread “with great violence” moving out on four fronts he said.  Several villages were affected by the blaze but Gomes was not immediately able to comment on the extent of the damage caused.  President Marcelo Rebelo went to the Leiria region to meet families of the victims “sharing their pain in the name of all the Portuguese people” he said.  Firefighters did “all they could” when faced with the blaze he added.  Portugal was sweltering under a severe heatwave Saturday with temperatures exceeding 40 degrees Celsius in several regions.  The country was hit by a series of fires last year which devastated more than 1000 square km of the mainland.  Fires on the tourist island of Madeira in August killed three people while over the course of 2016 around 40 homes were destroyed and 5400 hectares of land burned. ,FIRE,0
A huge forest fire in central Portugal [CASUALTIES-ARG] killed at least 24 people and injured 20 others most of them burning to death in their cars [CASUALTIES-ARG]  the government said,For the moment [CASUALTIES-ARG] 24 deaths are confirmed [CASUALTIES-ARG]  but the number of fatalities could still rise Prime Minister Antonio Costa said at the Civil Protection headquarters near Lisbon, Portugal forest fire: At least 24 killed most of them burned in their cars.  A huge forest fire in central Portugal killed at least 24 people and injured 20 others most of them burning to death in their cars the government said.  Around 500 firefighters and 160 vehicles were dispatched to tackle the blaze which broke out on Saturday afternoon in the municipality of Pedrogao Grande before spreading.  “What we are seeing is a great tragedy.  For the moment 24 deaths are confirmed but the number of fatalities could still rise” Prime Minister Antonio Costa said at the Civil Protection headquarters near Lisbon.  “The priority now is to get the ongoing fire under control -- after that we must understand what happened” he said.  Secretary of State for the Interior Jorge Gomes earlier said all 19 of the people then confirmed dead were civilians.  “Three of them died from smoke inhalation and 16 burned to death in their cars when they found themselves trapped by flames on the road from Figueiro dos Vinhos to Castanheira de Pera” Gomes told journalists.  Fourteen civilians were injured 10 of them seriously along with six firefighters he added.  The flames spread “with great violence” moving out on four fronts he said.  Several villages were affected by the blaze but Gomes was not immediately able to comment on the extent of the damage caused.  President Marcelo Rebelo went to the Leiria region to meet families of the victims “sharing their pain in the name of all the Portuguese people” he said.  Firefighters did “all they could” when faced with the blaze he added.  Portugal was sweltering under a severe heatwave Saturday with temperatures exceeding 40 degrees Celsius in several regions.  The country was hit by a series of fires last year which devastated more than 1000 square km of the mainland.  Fires on the tourist island of Madeira in August killed three people while over the course of 2016 around 40 homes were destroyed and 5400 hectares of land burned. ,FIRE,1
A huge forest fire in central Portugal [CASUALTIES-ARG] killed at least 24 people and injured 20 others most of them burning to death in their cars [CASUALTIES-ARG]  the government said,[CASUALTIES-ARG] Three of them died from smoke inhalation and 16 burned to death in their cars when they found themselves trapped by flames [CASUALTIES-ARG]  on the road from Figueiro dos Vinhos to Castanheira de Pera Gomes told journalists, Portugal forest fire: At least 24 killed most of them burned in their cars.  A huge forest fire in central Portugal killed at least 24 people and injured 20 others most of them burning to death in their cars the government said.  Around 500 firefighters and 160 vehicles were dispatched to tackle the blaze which broke out on Saturday afternoon in the municipality of Pedrogao Grande before spreading.  “What we are seeing is a great tragedy.  For the moment 24 deaths are confirmed but the number of fatalities could still rise” Prime Minister Antonio Costa said at the Civil Protection headquarters near Lisbon.  “The priority now is to get the ongoing fire under control -- after that we must understand what happened” he said.  Secretary of State for the Interior Jorge Gomes earlier said all 19 of the people then confirmed dead were civilians.  “Three of them died from smoke inhalation and 16 burned to death in their cars when they found themselves trapped by flames on the road from Figueiro dos Vinhos to Castanheira de Pera” Gomes told journalists.  Fourteen civilians were injured 10 of them seriously along with six firefighters he added.  The flames spread “with great violence” moving out on four fronts he said.  Several villages were affected by the blaze but Gomes was not immediately able to comment on the extent of the damage caused.  President Marcelo Rebelo went to the Leiria region to meet families of the victims “sharing their pain in the name of all the Portuguese people” he said.  Firefighters did “all they could” when faced with the blaze he added.  Portugal was sweltering under a severe heatwave Saturday with temperatures exceeding 40 degrees Celsius in several regions.  The country was hit by a series of fires last year which devastated more than 1000 square km of the mainland.  Fires on the tourist island of Madeira in August killed three people while over the course of 2016 around 40 homes were destroyed and 5400 hectares of land burned. ,FIRE,1
A huge forest fire in central Portugal [CASUALTIES-ARG] killed at least 24 people and injured 20 others most of them burning to death in their cars [CASUALTIES-ARG]  the government said,[CASUALTIES-ARG] Fourteen civilians were injured 10 of them seriously along with six firefighters [CASUALTIES-ARG]  he added, Portugal forest fire: At least 24 killed most of them burned in their cars.  A huge forest fire in central Portugal killed at least 24 people and injured 20 others most of them burning to death in their cars the government said.  Around 500 firefighters and 160 vehicles were dispatched to tackle the blaze which broke out on Saturday afternoon in the municipality of Pedrogao Grande before spreading.  “What we are seeing is a great tragedy.  For the moment 24 deaths are confirmed but the number of fatalities could still rise” Prime Minister Antonio Costa said at the Civil Protection headquarters near Lisbon.  “The priority now is to get the ongoing fire under control -- after that we must understand what happened” he said.  Secretary of State for the Interior Jorge Gomes earlier said all 19 of the people then confirmed dead were civilians.  “Three of them died from smoke inhalation and 16 burned to death in their cars when they found themselves trapped by flames on the road from Figueiro dos Vinhos to Castanheira de Pera” Gomes told journalists.  Fourteen civilians were injured 10 of them seriously along with six firefighters he added.  The flames spread “with great violence” moving out on four fronts he said.  Several villages were affected by the blaze but Gomes was not immediately able to comment on the extent of the damage caused.  President Marcelo Rebelo went to the Leiria region to meet families of the victims “sharing their pain in the name of all the Portuguese people” he said.  Firefighters did “all they could” when faced with the blaze he added.  Portugal was sweltering under a severe heatwave Saturday with temperatures exceeding 40 degrees Celsius in several regions.  The country was hit by a series of fires last year which devastated more than 1000 square km of the mainland.  Fires on the tourist island of Madeira in August killed three people while over the course of 2016 around 40 homes were destroyed and 5400 hectares of land burned. ,FIRE,1
A huge forest fire in central Portugal [CASUALTIES-ARG] killed at least 24 people and injured 20 others most of them burning to death in their cars [CASUALTIES-ARG]  the government said,[CASUALTIES-ARG] Several villages were affected [CASUALTIES-ARG]  by the blaze but Gomes was not immediately able to comment on the extent of the damage caused, Portugal forest fire: At least 24 killed most of them burned in their cars.  A huge forest fire in central Portugal killed at least 24 people and injured 20 others most of them burning to death in their cars the government said.  Around 500 firefighters and 160 vehicles were dispatched to tackle the blaze which broke out on Saturday afternoon in the municipality of Pedrogao Grande before spreading.  “What we are seeing is a great tragedy.  For the moment 24 deaths are confirmed but the number of fatalities could still rise” Prime Minister Antonio Costa said at the Civil Protection headquarters near Lisbon.  “The priority now is to get the ongoing fire under control -- after that we must understand what happened” he said.  Secretary of State for the Interior Jorge Gomes earlier said all 19 of the people then confirmed dead were civilians.  “Three of them died from smoke inhalation and 16 burned to death in their cars when they found themselves trapped by flames on the road from Figueiro dos Vinhos to Castanheira de Pera” Gomes told journalists.  Fourteen civilians were injured 10 of them seriously along with six firefighters he added.  The flames spread “with great violence” moving out on four fronts he said.  Several villages were affected by the blaze but Gomes was not immediately able to comment on the extent of the damage caused.  President Marcelo Rebelo went to the Leiria region to meet families of the victims “sharing their pain in the name of all the Portuguese people” he said.  Firefighters did “all they could” when faced with the blaze he added.  Portugal was sweltering under a severe heatwave Saturday with temperatures exceeding 40 degrees Celsius in several regions.  The country was hit by a series of fires last year which devastated more than 1000 square km of the mainland.  Fires on the tourist island of Madeira in August killed three people while over the course of 2016 around 40 homes were destroyed and 5400 hectares of land burned. ,FIRE,0
For the moment [CASUALTIES-ARG] 24 deaths are confirmed [CASUALTIES-ARG]  but the number of fatalities could still rise Prime Minister Antonio Costa said at the Civil Protection headquarters near Lisbon,[CASUALTIES-ARG] Three of them died from smoke inhalation and 16 burned to death in their cars when they found themselves trapped by flames [CASUALTIES-ARG]  on the road from Figueiro dos Vinhos to Castanheira de Pera Gomes told journalists, Portugal forest fire: At least 24 killed most of them burned in their cars.  A huge forest fire in central Portugal killed at least 24 people and injured 20 others most of them burning to death in their cars the government said.  Around 500 firefighters and 160 vehicles were dispatched to tackle the blaze which broke out on Saturday afternoon in the municipality of Pedrogao Grande before spreading.  “What we are seeing is a great tragedy.  For the moment 24 deaths are confirmed but the number of fatalities could still rise” Prime Minister Antonio Costa said at the Civil Protection headquarters near Lisbon.  “The priority now is to get the ongoing fire under control -- after that we must understand what happened” he said.  Secretary of State for the Interior Jorge Gomes earlier said all 19 of the people then confirmed dead were civilians.  “Three of them died from smoke inhalation and 16 burned to death in their cars when they found themselves trapped by flames on the road from Figueiro dos Vinhos to Castanheira de Pera” Gomes told journalists.  Fourteen civilians were injured 10 of them seriously along with six firefighters he added.  The flames spread “with great violence” moving out on four fronts he said.  Several villages were affected by the blaze but Gomes was not immediately able to comment on the extent of the damage caused.  President Marcelo Rebelo went to the Leiria region to meet families of the victims “sharing their pain in the name of all the Portuguese people” he said.  Firefighters did “all they could” when faced with the blaze he added.  Portugal was sweltering under a severe heatwave Saturday with temperatures exceeding 40 degrees Celsius in several regions.  The country was hit by a series of fires last year which devastated more than 1000 square km of the mainland.  Fires on the tourist island of Madeira in August killed three people while over the course of 2016 around 40 homes were destroyed and 5400 hectares of land burned. ,FIRE,1
For the moment [CASUALTIES-ARG] 24 deaths are confirmed [CASUALTIES-ARG]  but the number of fatalities could still rise Prime Minister Antonio Costa said at the Civil Protection headquarters near Lisbon,[CASUALTIES-ARG] Fourteen civilians were injured 10 of them seriously along with six firefighters [CASUALTIES-ARG]  he added, Portugal forest fire: At least 24 killed most of them burned in their cars.  A huge forest fire in central Portugal killed at least 24 people and injured 20 others most of them burning to death in their cars the government said.  Around 500 firefighters and 160 vehicles were dispatched to tackle the blaze which broke out on Saturday afternoon in the municipality of Pedrogao Grande before spreading.  “What we are seeing is a great tragedy.  For the moment 24 deaths are confirmed but the number of fatalities could still rise” Prime Minister Antonio Costa said at the Civil Protection headquarters near Lisbon.  “The priority now is to get the ongoing fire under control -- after that we must understand what happened” he said.  Secretary of State for the Interior Jorge Gomes earlier said all 19 of the people then confirmed dead were civilians.  “Three of them died from smoke inhalation and 16 burned to death in their cars when they found themselves trapped by flames on the road from Figueiro dos Vinhos to Castanheira de Pera” Gomes told journalists.  Fourteen civilians were injured 10 of them seriously along with six firefighters he added.  The flames spread “with great violence” moving out on four fronts he said.  Several villages were affected by the blaze but Gomes was not immediately able to comment on the extent of the damage caused.  President Marcelo Rebelo went to the Leiria region to meet families of the victims “sharing their pain in the name of all the Portuguese people” he said.  Firefighters did “all they could” when faced with the blaze he added.  Portugal was sweltering under a severe heatwave Saturday with temperatures exceeding 40 degrees Celsius in several regions.  The country was hit by a series of fires last year which devastated more than 1000 square km of the mainland.  Fires on the tourist island of Madeira in August killed three people while over the course of 2016 around 40 homes were destroyed and 5400 hectares of land burned. ,FIRE,0
For the moment [CASUALTIES-ARG] 24 deaths are confirmed [CASUALTIES-ARG]  but the number of fatalities could still rise Prime Minister Antonio Costa said at the Civil Protection headquarters near Lisbon,[CASUALTIES-ARG] Several villages were affected [CASUALTIES-ARG]  by the blaze but Gomes was not immediately able to comment on the extent of the damage caused, Portugal forest fire: At least 24 killed most of them burned in their cars.  A huge forest fire in central Portugal killed at least 24 people and injured 20 others most of them burning to death in their cars the government said.  Around 500 firefighters and 160 vehicles were dispatched to tackle the blaze which broke out on Saturday afternoon in the municipality of Pedrogao Grande before spreading.  “What we are seeing is a great tragedy.  For the moment 24 deaths are confirmed but the number of fatalities could still rise” Prime Minister Antonio Costa said at the Civil Protection headquarters near Lisbon.  “The priority now is to get the ongoing fire under control -- after that we must understand what happened” he said.  Secretary of State for the Interior Jorge Gomes earlier said all 19 of the people then confirmed dead were civilians.  “Three of them died from smoke inhalation and 16 burned to death in their cars when they found themselves trapped by flames on the road from Figueiro dos Vinhos to Castanheira de Pera” Gomes told journalists.  Fourteen civilians were injured 10 of them seriously along with six firefighters he added.  The flames spread “with great violence” moving out on four fronts he said.  Several villages were affected by the blaze but Gomes was not immediately able to comment on the extent of the damage caused.  President Marcelo Rebelo went to the Leiria region to meet families of the victims “sharing their pain in the name of all the Portuguese people” he said.  Firefighters did “all they could” when faced with the blaze he added.  Portugal was sweltering under a severe heatwave Saturday with temperatures exceeding 40 degrees Celsius in several regions.  The country was hit by a series of fires last year which devastated more than 1000 square km of the mainland.  Fires on the tourist island of Madeira in August killed three people while over the course of 2016 around 40 homes were destroyed and 5400 hectares of land burned. ,FIRE,0
[CASUALTIES-ARG] Three of them died from smoke inhalation and 16 burned to death in their cars when they found themselves trapped by flames [CASUALTIES-ARG]  on the road from Figueiro dos Vinhos to Castanheira de Pera Gomes told journalists,[CASUALTIES-ARG] Fourteen civilians were injured 10 of them seriously along with six firefighters [CASUALTIES-ARG]  he added, Portugal forest fire: At least 24 killed most of them burned in their cars.  A huge forest fire in central Portugal killed at least 24 people and injured 20 others most of them burning to death in their cars the government said.  Around 500 firefighters and 160 vehicles were dispatched to tackle the blaze which broke out on Saturday afternoon in the municipality of Pedrogao Grande before spreading.  “What we are seeing is a great tragedy.  For the moment 24 deaths are confirmed but the number of fatalities could still rise” Prime Minister Antonio Costa said at the Civil Protection headquarters near Lisbon.  “The priority now is to get the ongoing fire under control -- after that we must understand what happened” he said.  Secretary of State for the Interior Jorge Gomes earlier said all 19 of the people then confirmed dead were civilians.  “Three of them died from smoke inhalation and 16 burned to death in their cars when they found themselves trapped by flames on the road from Figueiro dos Vinhos to Castanheira de Pera” Gomes told journalists.  Fourteen civilians were injured 10 of them seriously along with six firefighters he added.  The flames spread “with great violence” moving out on four fronts he said.  Several villages were affected by the blaze but Gomes was not immediately able to comment on the extent of the damage caused.  President Marcelo Rebelo went to the Leiria region to meet families of the victims “sharing their pain in the name of all the Portuguese people” he said.  Firefighters did “all they could” when faced with the blaze he added.  Portugal was sweltering under a severe heatwave Saturday with temperatures exceeding 40 degrees Celsius in several regions.  The country was hit by a series of fires last year which devastated more than 1000 square km of the mainland.  Fires on the tourist island of Madeira in August killed three people while over the course of 2016 around 40 homes were destroyed and 5400 hectares of land burned. ,FIRE,0
[CASUALTIES-ARG] Three of them died from smoke inhalation and 16 burned to death in their cars when they found themselves trapped by flames [CASUALTIES-ARG]  on the road from Figueiro dos Vinhos to Castanheira de Pera Gomes told journalists,[CASUALTIES-ARG] Several villages were affected [CASUALTIES-ARG]  by the blaze but Gomes was not immediately able to comment on the extent of the damage caused, Portugal forest fire: At least 24 killed most of them burned in their cars.  A huge forest fire in central Portugal killed at least 24 people and injured 20 others most of them burning to death in their cars the government said.  Around 500 firefighters and 160 vehicles were dispatched to tackle the blaze which broke out on Saturday afternoon in the municipality of Pedrogao Grande before spreading.  “What we are seeing is a great tragedy.  For the moment 24 deaths are confirmed but the number of fatalities could still rise” Prime Minister Antonio Costa said at the Civil Protection headquarters near Lisbon.  “The priority now is to get the ongoing fire under control -- after that we must understand what happened” he said.  Secretary of State for the Interior Jorge Gomes earlier said all 19 of the people then confirmed dead were civilians.  “Three of them died from smoke inhalation and 16 burned to death in their cars when they found themselves trapped by flames on the road from Figueiro dos Vinhos to Castanheira de Pera” Gomes told journalists.  Fourteen civilians were injured 10 of them seriously along with six firefighters he added.  The flames spread “with great violence” moving out on four fronts he said.  Several villages were affected by the blaze but Gomes was not immediately able to comment on the extent of the damage caused.  President Marcelo Rebelo went to the Leiria region to meet families of the victims “sharing their pain in the name of all the Portuguese people” he said.  Firefighters did “all they could” when faced with the blaze he added.  Portugal was sweltering under a severe heatwave Saturday with temperatures exceeding 40 degrees Celsius in several regions.  The country was hit by a series of fires last year which devastated more than 1000 square km of the mainland.  Fires on the tourist island of Madeira in August killed three people while over the course of 2016 around 40 homes were destroyed and 5400 hectares of land burned. ,FIRE,0
[CASUALTIES-ARG] Fourteen civilians were injured 10 of them seriously along with six firefighters [CASUALTIES-ARG]  he added,[CASUALTIES-ARG] Several villages were affected [CASUALTIES-ARG]  by the blaze but Gomes was not immediately able to comment on the extent of the damage caused, Portugal forest fire: At least 24 killed most of them burned in their cars.  A huge forest fire in central Portugal killed at least 24 people and injured 20 others most of them burning to death in their cars the government said.  Around 500 firefighters and 160 vehicles were dispatched to tackle the blaze which broke out on Saturday afternoon in the municipality of Pedrogao Grande before spreading.  “What we are seeing is a great tragedy.  For the moment 24 deaths are confirmed but the number of fatalities could still rise” Prime Minister Antonio Costa said at the Civil Protection headquarters near Lisbon.  “The priority now is to get the ongoing fire under control -- after that we must understand what happened” he said.  Secretary of State for the Interior Jorge Gomes earlier said all 19 of the people then confirmed dead were civilians.  “Three of them died from smoke inhalation and 16 burned to death in their cars when they found themselves trapped by flames on the road from Figueiro dos Vinhos to Castanheira de Pera” Gomes told journalists.  Fourteen civilians were injured 10 of them seriously along with six firefighters he added.  The flames spread “with great violence” moving out on four fronts he said.  Several villages were affected by the blaze but Gomes was not immediately able to comment on the extent of the damage caused.  President Marcelo Rebelo went to the Leiria region to meet families of the victims “sharing their pain in the name of all the Portuguese people” he said.  Firefighters did “all they could” when faced with the blaze he added.  Portugal was sweltering under a severe heatwave Saturday with temperatures exceeding 40 degrees Celsius in several regions.  The country was hit by a series of fires last year which devastated more than 1000 square km of the mainland.  Fires on the tourist island of Madeira in August killed three people while over the course of 2016 around 40 homes were destroyed and 5400 hectares of land burned. ,FIRE,0
Mount Agung volcano in the Indonesian resort island of Bali on [TIME-ARG] Friday [TIME-ARG]  spewed an ash column up to 2 km above the crater according to authorities,The director of information for the Indonesian National Disaster Management Agency BNPB Sutopo Purwo Nugroho said the eruption took place on [TIME-ARG] Friday morning [TIME-ARG]  and that the ash cloud travelled in a westward direction reports Efe news, Balis Mount Agung volcano spews two kms ash column.  Mount Agung volcano in the Indonesian resort island of Bali on Friday spewed an ash column up to 2 km above the crater according to authorities.  The director of information for the Indonesian National Disaster Management Agency BNPB Sutopo Purwo Nugroho said the eruption took place on Friday morning and that the ash cloud travelled in a westward direction reports Efe news.  Nugroho added that the alert level is maintained on orange one level lower than the maximum alert – red stressing that the ash did not affect the airport on Lombok island about 40 km from the east coast of Bali.  Mount Agung began a magma eruption on November 21 which forced the closure of Balis Ngurah Rai International Airport about 60 km to the south of Volcano between November 27 and 29 due to the volcanic ash cloud. ,VOLCANO,1
